Random Values=100Normal Distribution Parameters
s=200,l=50000,u=1000000
	Array	Vector
t22	 3383	 518734
t23	 3660	 599931
t24	 4142	 515282
t25	 2555	 492359
t26	 2486	 510034
t27	 2761	 494361
t28	 3038	 632934
t29	 4971	 585501
t30	 2416	 624441
t31	 2624	 489874
t32	 2279	 501957
t33	 2554	 486559
t34	 2417	 512244
t35	 3245	 497606
t36	 2762	 521772
t37	 3177	 611945
t38	 2623	 515489
t39	 2624	 490701
t40	 2900	 509758
t41	 2693	 493740
t42	 2692	 523912
t43	 3590	 501266
t44	 2969	 615743
t45	 3107	 495811
t46	 3038	 513901
t47	 2900	 488009
t48	 2554	 518389
t49	 3107	 497951
t50	 2554	 519839
t51	 3246	 638458
t52	 2762	 511692
t53	 2555	 491393
t54	 2279	 514315
t55	 2417	 491047
t56	 2762	 517216
t57	 3521	 496985
t58	 3591	 625823
t59	 2900	 492773
t60	 3383	 509620
t61	 2762	 491945
t62	 2693	 507480
t63	 2969	 501542
t64	 2761	 518113
t65	 2692	 606559
t66	 2969	 513624
t67	 2624	 491116
t68	 2417	 514315
t69	 3038	 495397
t70	 2900	 514868
t71	 2762	 498780
t72	 3176	 664350
t73	 4074	 486491
t74	 2417	 513970
t75	 2554	 495742
t76	 2969	 519010
t77	 3107	 490287
t78	 3038	 511209
t79	 2762	 609183
t80	 4074	 504580
t81	 2555	 493119
t82	 2555	 514315
t83	 2624	 496709
t84	 2624	 509758
t85	 3107	 497123
t86	 2693	 582738
t87	 3728	 496640
t88	 2416	 508929
t89	 3590	 503752
t90	 3383	 514660
t91	 2831	 498020
t92	 3245	 520529
t93	 2762	 608216
t94	 4212	 511277
t95	 3176	 492912
t96	 3453	 512865
t97	 2762	 504028
t98	 2623	 508654
t99	 3245	 499195
76 11057

t0	 3729	 193947
t1	 2279	 289506
t2	 3038	 249252
t3	 3107	 235512
t4	 3107	 235926
t5	 2900	 230196
t6	 2279	 245248
t7	 2348	 234684
t8	 2486	 234959
t9	 2900	 244487
t10	 2623	 236478
t11	 2486	 231093
t12	 2348	 235029
t13	 2762	 264580
t14	 2624	 235443
t15	 2416	 226881
t16	 3038	 304971
t17	 2623	 249114
t18	 2416	 239379
t19	 2486	 226536
t20	 2278	 235857
t21	 2348	 251116
t22	 2554	 234614
t23	 2554	 234200
t24	 2486	 246560
t25	 2831	 235236
t26	 2485	 238964
t27	 2762	 239517
t28	 2693	 244626
t29	 2485	 230057
t30	 2417	 376709
t31	 3797	 232612
t32	 2348	 247319
t33	 2279	 231093
t34	 2347	 225431
t35	 2279	 262923
t36	 5109	 360553
t37	 4281	 268861
t38	 2278	 227987
t39	 2279	 246076
t40	 2278	 227157
t41	 2278	 227572
t42	 2209	 227640
t43	 2210	 241243
t44	 2831	 307456
t45	 2762	 226951
t46	 2416	 223843
t47	 2348	 247388
t48	 2555	 228953
t49	 2279	 224603
t50	 2416	 231921
t51	 2279	 241519
t52	 2624	 231300
t53	 2624	 238067
t54	 2486	 237860
t55	 2693	 232820
t56	 2555	 237100
t57	 2555	 234753
t58	 2831	 342531
t59	 4419	 231991
t60	 2071	 228400
t61	 2278	 227157
t62	 2278	 250771
t63	 2347	 229299
t64	 2416	 232267
t65	 2486	 233095
t66	 2348	 241450
t67	 2485	 237169
t68	 2486	 229920
t69	 2693	 230610
t70	 2555	 255259
t71	 2347	 231576
t72	 2417	 233234
t73	 2485	 415304
t74	 2692	 237997
t75	 2279	 229160
t76	 2209	 229505
t77	 2348	 240069
t78	 2209	 229021
t79	 2002	 232819
t80	 2554	 231231
t81	 2279	 243107
t82	 3107	 239102
t83	 2624	 231439
t84	 2624	 237170
t85	 2278	 245040
t86	 2624	 230610
t87	 2693	 330655
t88	 3245	 244626
t89	 2209	 225086
t90	 2141	 231024
t91	 2279	 230058
t92	 2279	 241657
t93	 2416	 239171
t94	 2417	 222462
t95	 2279	 231508
t96	 2762	 253671
t97	 2693	 231645
t98	 2486	 230265
t99	 2624	 230541
77 68347

t0	 29689	 2506744
t1	 36249	 2444534
t2	 26237	 2283038
t3	 36386	 2400552
t4	 31968	 2282762
t5	 103084	 2304028
t6	 33487	 2433832
t7	 28722	 2347388
t8	 34454	 2434039
t9	 33279	 2437629
t10	 28033	 2325362
t11	 42324	 2456479
t12	 31001	 2349735
t13	 47365	 2559563
t14	 33348	 2430103
t15	 33832	 2365891
t16	 34454	 2506743
t17	 33763	 2459516
t18	 32244	 2349666
t19	 35075	 2429136
t20	 35144	 2476985
t21	 27825	 2340069
t22	 34039	 2439355
t23	 33211	 2420575
t24	 35282	 2358780
t25	 31830	 2419678
t26	 34453	 2277721
t27	 32727	 2348493
t28	 33694	 2348147
t29	 28999	 2255765
t30	 32865	 2366099
t31	 32175	 2293947
t32	 38458	 2352289
t33	 35212	 2656087
t34	 33901	 2282554
t35	 34246	 2427065
t36	 34246	 2418159
t37	 27203	 2286559
t38	 33072	 2430587
t39	 33003	 2321150
t40	 34109	 2496524
t41	 34039	 2470771
t42	 32244	 2325362
t43	 35213	 2467181
t44	 35627	 2480230
t45	 27203	 2325777
t46	 33694	 2465454
t47	 35421	 2489482
t48	 32865	 2358849
t49	 42463	 2467871
t50	 31899	 2325155
t51	 33694	 2452335
t52	 34592	 2433832
t53	 28653	 2586421
t54	 31623	 2475189
t55	 33694	 2418504
t56	 29413	 2304718
t57	 37491	 2389574
t58	 34385	 2261427
t59	 41150	 2259839
t60	 33901	 2363268
t61	 31692	 2288492
t62	 33210	 2416088
t63	 33349	 2453372
t64	 25132	 2278757
t65	 33970	 2358228
t66	 33073	 2350218
t67	 34039	 2416985
t68	 33970	 2408837
t69	 29827	 2311691
t70	 33280	 2440598
t71	 34937	 2491968
t72	 27894	 2359471
t73	 37146	 2742807
t74	 28309	 2469735
t75	 26514	 2335236
t76	 33418	 2464695
t77	 32727	 2356087
t78	 33073	 2480989
t79	 35972	 2470978
t80	 33349	 2347181
t81	 34730	 2456893
t82	 34453	 2488723
t83	 26927	 2376180
t84	 34661	 2469528
t85	 33556	 2446950
t86	 33280	 2314315
t87	 35213	 2429137
t88	 32175	 2273096
t89	 34246	 2377906
t90	 34384	 2398205
t91	 27687	 2268814
t92	 35973	 2548791
t93	 27894	 2641657
t94	 23613	 2297745
t95	 34799	 2463452
t96	 33556	 2290771
t97	 35490	 2433210
t98	 34730	 2400345
t99	 29068	 2274683
78 42447

t0	 32659	 1467825
t1	 3728	 999080
t2	 4419	 1007917
t3	 4487	 1177491
t4	 4764	 1009437
t5	 4765	 1025662
t6	 4902	 1025800
t7	 4833	 1109758
t8	 3797	 1012957
t9	 4004	 1016134
t10	 5040	 1017859
t11	 6905	 1034983
t12	 4833	 1016962
t13	 4833	 1020828
t14	 4695	 1163544
t15	 3936	 1022003
t16	 4557	 1017929
t17	 4764	 1016203
t18	 4833	 1109620
t19	 5041	 1010955
t20	 4695	 1017307
t21	 4902	 1160161
t22	 4764	 1017307
t23	 4833	 1011645
t24	 5041	 1029942
t25	 4280	 1130403
t26	 4488	 1025247
t27	 4695	 1035189
t28	 4833	 1094016
t29	 4902	 1018135
t30	 5040	 1269804
t31	 6352	 1017031
t32	 4626	 1069229
t33	 4074	 1019240
t34	 5248	 1030909
t35	 3453	 1133372
t36	 4557	 1035742
t37	 3521	 1011231
t38	 3867	 1017031
t39	 4902	 1092428
t40	 4695	 1020138
t41	 4902	 1019171
t42	 4211	 1101956
t43	 4764	 1010886
t44	 4626	 1020345
t45	 3659	 1032566
t46	 4695	 1129367
t47	 4142	 1012612
t48	 4695	 1022831
t49	 4557	 1101542
t50	 4557	 1015995
t51	 4626	 1041888
t52	 4971	 1029045
t53	 4833	 1096709
t54	 4695	 1020897
t55	 5385	 1022071
t56	 3797	 1014338
t57	 4971	 1020759
t58	 4626	 1021519
t59	 4626	 1012819
t60	 4972	 1098573
t61	 4419	 1004533
t62	 3383	 1008953
t63	 4281	 1011714
t64	 4626	 1091185
t65	 4626	 1007710
t66	 4695	 1002877
t67	 4972	 1134684
t68	 4833	 991968
t69	 4833	 1007917
t70	 4695	 1005639
t71	 4626	 1078343
t72	 4695	 1005708
t73	 5179	 1009091
t74	 4626	 1075098
t75	 4971	 1211047
t76	 5938	 1030011
t77	 4557	 992658
t78	 4971	 1115765
t79	 4971	 995006
t80	 4902	 999563
t81	 4902	 1093947
t82	 4833	 1005086
t83	 5317	 996939
t84	 4833	 1002325
t85	 4971	 1077929
t86	 5040	 998665
t87	 4764	 999907
t88	 5040	 1014890
t89	 4350	 1133648
t90	 4902	 997974
t91	 5247	 1007917
t92	 4626	 1072801
t93	 5395	 998675
t94	 4773	 1008842
t95	 5326	 1004692
t96	 5049	 1070002
t97	 4701	 1003063
t98	 4978	 1006036
t99	 5531	 1134223
79 84289

t0	 5047	 2356587
t1	 34224	 2591578
t2	 37336	 2488818
t3	 88431	 2464153
t4	 34847	 2600151
t5	 32426	 2521331
t6	 34708	 2545114
t7	 38166	 2658228
t8	 41208	 2956429
t9	 27103	 2525271
t10	 34985	 2617505
t11	 34777	 2641012
t12	 31943	 2552098
t13	 34225	 2672333
t14	 43834	 2629673
t15	 32772	 2548365
t16	 33533	 2603124
t17	 34708	 2663275
t18	 31113	 2596140
t19	 34708	 2662860
t20	 34916	 2616675
t21	 35123	 2539376
t22	 49158	 2670811
t23	 33878	 2599873
t24	 36022	 2606096
t25	 34017	 2550162
t26	 34086	 2634790
t27	 34709	 2818011
t28	 26480	 2464636
t29	 34639	 2536748
t30	 34293	 2622413
t31	 26481	 2469407
t32	 34639	 2686437
t33	 41069	 2620547
t34	 29800	 2538616
t35	 34709	 2664589
t36	 36714	 2643363
t37	 32426	 2575882
t38	 35538	 2649724
t39	 43766	 2669705
t40	 31458	 2530665
t41	 37198	 2600704
t42	 35192	 2600151
t43	 33256	 2558666
t44	 35054	 2682772
t45	 43835	 2639076
t46	 49020	 2863850
t47	 30490	 2531701
t48	 35400	 2762284
t49	 35815	 2620131
t50	 30421	 2502662
t51	 33533	 2561363
t52	 35469	 2594411
t53	 26965	 2456408
t54	 34916	 2553688
t55	 34708	 2553964
t56	 30145	 2500658
t57	 35400	 2604298
t58	 35468	 2551891
t59	 29938	 2512204
t60	 35745	 2547189
t61	 34847	 2652696
t62	 30076	 2702201
t63	 28278	 2630711
t64	 44734	 2911004
t65	 24960	 2526309
t66	 36022	 2672816
t67	 37198	 2630779
t68	 35123	 2653457
t69	 35677	 2561916
t70	 43765	 2681252
t71	 35469	 2629673
t72	 27448	 2535020
t73	 34432	 2628359
t74	 36022	 2692245
t75	 28762	 2558251
t76	 35953	 2558321
t77	 34778	 2553964
t78	 29523	 2449771
t79	 34363	 2574084
t80	 35469	 2553619
t81	 28555	 2478602
t82	 34916	 2583971
t83	 35262	 2836886
t84	 26757	 2478740
t85	 35193	 2547673
t86	 33809	 2564405
t87	 30353	 2580031
t88	 34501	 2701994
t89	 43282	 2634168
t90	 30975	 2535574
t91	 34363	 2610522
t92	 34778	 2711535
t93	 33187	 2566687
t94	 35538	 2638800
t95	 44318	 2613425
t96	 34639	 2572840
t97	 37958	 2546705
t98	 36022	 2611559
t99	 35262	 2678900
80 42409

t0	 28832	 1373259
t1	 5185	 1023204
t2	 4702	 1157473
t3	 4978	 1017673
t4	 4564	 1299073
t5	 4978	 1434103
t6	 4978	 1020231
t7	 5669	 1024310
t8	 5531	 1024448
t9	 4494	 1089025
t10	 3388	 1023273
t11	 4771	 1026592
t12	 4840	 1020714
t13	 5255	 1025140
t14	 4425	 1004674
t15	 4632	 1003914
t16	 4701	 1107002
t17	 4494	 1011658
t18	 4702	 1016220
t19	 4978	 1012695
t20	 5047	 1088887
t21	 4978	 1009860
t22	 5116	 1010205
t23	 5047	 1145098
t24	 4563	 1003568
t25	 4702	 1017396
t26	 4908	 998866
t27	 5186	 1079553
t28	 4563	 1005434
t29	 4909	 1003637
t30	 4771	 1078930
t31	 4839	 996032
t32	 5116	 1004674
t33	 4908	 1000180
t34	 4632	 1109698
t35	 4494	 998797
t36	 4770	 998590
t37	 4909	 1012487
t38	 5047	 1061922
t39	 4702	 1000595
t40	 4909	 1010413
t41	 4909	 1069251
t42	 5047	 997000
t43	 5117	 1002807
t44	 4701	 1007302
t45	 5116	 1113431
t46	 4702	 999074
t47	 4978	 1005643
t48	 4840	 1000318
t49	 5323	 1248531
t50	 4701	 993266
t51	 4701	 993612
t52	 4839	 1069527
t53	 4701	 998383
t54	 4425	 1005435
t55	 4909	 1005780
t56	 102811	 1002185
t57	 4909	 996516
t58	 5047	 1005227
t59	 4771	 1072155
t60	 4425	 1005435
t61	 4840	 1010689
t62	 4701	 1004675
t63	 4978	 1079829
t64	 4771	 1017396
t65	 5048	 1001424
t66	 5185	 1129818
t67	 4909	 996031
t68	 4840	 1004743
t69	 5531	 1007717
t70	 4978	 1072501
t71	 5047	 1000734
t72	 4909	 999350
t73	 5117	 1007648
t74	 6015	 1007854
t75	 4702	 996032
t76	 4563	 1008477
t77	 4701	 1116059
t78	 4425	 1016290
t79	 4702	 1005159
t80	 5047	 1014492
t81	 4702	 1092482
t82	 4632	 1012833
t83	 4978	 1018987
t84	 5185	 1087158
t85	 4425	 1011104
t86	 4701	 1067730
t87	 4563	 1013525
t88	 4771	 1137630
t89	 4978	 1014907
t90	 4356	 1025278
t91	 4425	 1099742
t92	 5670	 1017050
t93	 4701	 1025001
t94	 4979	 1101263
t95	 6154	 1193634
t96	 4287	 1014492
t97	 5116	 1022651
t98	 4563	 1153740
t99	 4840	 1033575
81 92456

t0	 4425	 3043822
t1	 28002	 3018931
t2	 30006	 3090975
t3	 31113	 3128726
t4	 30422	 3125684
t5	 30214	 3130661
t6	 36921	 3026745
t7	 31251	 3135364
t8	 31943	 3092635
t9	 32841	 3212731
t10	 30698	 3174565
t11	 30352	 3039535
t12	 36298	 2977931
t13	 32012	 3040987
t14	 49711	 3233266
t15	 32288	 3046795
t16	 29938	 2966662
t17	 84835	 2952488
t18	 31251	 3068021
t19	 32495	 3032691
t20	 30352	 3016166
t21	 27795	 2948547
t22	 32219	 3140065
t23	 40032	 4352228
t24	 26619	 4484632
t25	 42452	 4466379
t26	 35607	 4518925
t27	 26273	 4281014
t28	 46393	 3247163
t29	 38788	 3305102
t30	 31390	 3215705
t31	 58009	 4408301
t32	 38857	 3862302
t33	 29730	 3409228
t34	 37335	 3412615
t35	 31873	 3226905
t36	 37958	 3183278
t37	 33325	 3132805
t38	 31252	 3088210
t39	 28624	 2950138
t40	 47914	 3017894
t41	 34501	 3092289
t42	 32426	 3365392
t43	 29108	 3043960
t44	 30283	 3077769
t45	 32151	 2960854
t46	 34362	 3069197
t47	 32219	 3083923
t48	 32910	 3082402
t49	 30353	 2998881
t50	 43489	 3068851
t51	 31389	 3142761
t52	 33464	 3139650
t53	 34847	 3143246
t54	 35538	 3273920
t55	 28831	 3020798
t56	 31528	 3213699
t57	 41277	 3131976
t58	 31458	 3407429
t59	 30491	 3168758
t60	 29730	 3039466
t61	 82761	 3006210
t62	 32358	 3049007
t63	 34639	 3051289
t64	 29385	 2992105
t65	 28278	 2935479
t66	 31321	 3040158
t67	 31943	 3079706
t68	 32150	 3041057
t69	 29731	 3000333
t70	 30283	 2935203
t71	 31182	 3053570
t72	 31597	 3050321
t73	 31113	 3208929
t74	 42452	 3466683
t75	 28624	 3021351
t76	 35123	 3063735
t77	 31597	 3114068
t78	 32496	 3171178
t79	 30076	 3135916
t80	 37681	 3015751
t81	 31389	 3086274
t82	 36298	 3157073
t83	 32151	 3137299
t84	 30698	 3141171
t85	 29454	 3051566
t86	 31528	 3149537
t87	 32565	 3087035
t88	 32081	 3105495
t89	 31666	 3331859
t90	 41207	 3152372
t91	 34916	 2966592
t92	 31597	 3006417
t93	 32150	 3150781
t94	 33395	 3074589
t95	 30422	 2974682
t96	 32426	 2964587
t97	 35745	 3066984
t98	 30767	 3018378
t99	 30214	 3028266
82 18095

t0	 4840	 366649
t1	 2558	 350471
t2	 2212	 363538
t3	 2420	 352407
t4	 2281	 370867
t5	 2558	 359943
t6	 2835	 367203
t7	 2973	 370867
t8	 2420	 513503
t9	 2351	 360358
t10	 2697	 375500
t11	 2420	 360704
t12	 2351	 369761
t13	 2627	 360289
t14	 2420	 374946
t15	 2835	 373563
t16	 2420	 383589
t17	 2558	 432609
t18	 4356	 379233
t19	 2282	 369830
t20	 2489	 374394
t21	 2420	 368931
t22	 2696	 375983
t23	 2420	 374186
t24	 2696	 375707
t25	 2420	 364921
t26	 2766	 380062
t27	 2628	 425972
t28	 2835	 379786
t29	 2489	 362640
t30	 2489	 376398
t31	 2904	 373495
t32	 2766	 378680
t33	 2697	 374670
t34	 3042	 383312
t35	 2834	 375569
t36	 2835	 492139
t37	 2558	 373771
t38	 2281	 381722
t39	 2351	 362640
t40	 2282	 377366
t41	 2904	 363538
t42	 2973	 385317
t43	 2765	 366304
t44	 2696	 518343
t45	 3042	 517928
t46	 2420	 376675
t47	 2282	 361119
t48	 2420	 367272
t49	 2420	 367687
t50	 2904	 375499
t51	 2144	 363608
t52	 2213	 381583
t53	 2904	 367549
t54	 2627	 384557
t55	 4079	 366442
t56	 2696	 385179
t57	 2212	 367203
t58	 2834	 384419
t59	 2696	 373978
t60	 3180	 381307
t61	 3042	 372388
t62	 2627	 382690
t63	 2904	 372941
t64	 2489	 495666
t65	 2419	 371213
t66	 2420	 379302
t67	 2351	 356693
t68	 2420	 380962
t69	 3181	 370521
t70	 2420	 383312
t71	 2697	 365059
t72	 3180	 391471
t73	 3457	 466212
t74	 4425	 390020
t75	 2696	 369000
t76	 2282	 373011
t77	 2627	 371766
t78	 3181	 377989
t79	 3596	 369485
t80	 2835	 382068
t81	 2420	 370937
t82	 2903	 383520
t83	 2627	 430742
t84	 2835	 386424
t85	 2281	 357178
t86	 2559	 379648
t87	 2420	 366166
t88	 2766	 378957
t89	 2420	 371420
t90	 2489	 374670
t91	 2696	 366857
t92	 2627	 501749
t93	 2420	 366165
t94	 2282	 373772
t95	 2904	 377643
t96	 2489	 382276
t97	 2627	 361395
t98	 3042	 382483
t99	 2973	 369554
83 36948

t0	 27448	 1098497
t1	 4563	 783841
t2	 3665	 777065
t3	 4080	 786468
t4	 4148	 781352
t5	 4149	 846896
t6	 4218	 781144
t7	 4217	 775060
t8	 4425	 774092
t9	 4010	 905666
t10	 4909	 772917
t11	 3941	 772018
t12	 4632	 771672
t13	 5255	 789649
t14	 5393	 868054
t15	 4010	 784186
t16	 3250	 798360
t17	 3734	 781352
t18	 4563	 786260
t19	 3872	 837286
t20	 4286	 773331
t21	 4356	 779623
t22	 4148	 788197
t23	 4495	 900895
t24	 4287	 767523
t25	 3872	 772778
t26	 4148	 777549
t27	 3527	 781905
t28	 3802	 852290
t29	 4080	 782666
t30	 4564	 989740
t31	 5738	 810529
t32	 4149	 828505
t33	 4217	 764896
t34	 3871	 771811
t35	 4010	 778655
t36	 3941	 773608
t37	 4287	 896262
t38	 4079	 777894
t39	 4217	 777549
t40	 3803	 783011
t41	 3595	 850492
t42	 4010	 778863
t43	 4287	 781490
t44	 4079	 779485
t45	 4010	 774092
t46	 4771	 877111
t47	 3733	 776097
t48	 3803	 766072
t49	 3526	 771120
t50	 3872	 770981
t51	 4494	 880222
t52	 4425	 775406
t53	 4079	 769321
t54	 4632	 774369
t55	 4701	 852774
t56	 4771	 766003
t57	 4148	 756738
t58	 4563	 767869
t59	 4149	 766280
t60	 4425	 823389
t61	 4287	 762615
t62	 3665	 760125
t63	 4425	 765242
t64	 4563	 771672
t65	 3665	 876420
t66	 3803	 755770
t67	 4079	 759987
t68	 4425	 763721
t69	 4218	 830925
t70	 4908	 768008
t71	 4356	 759988
t72	 4356	 760886
t73	 4217	 767178
t74	 4494	 825878
t75	 4355	 762269
t76	 4148	 763513
t77	 3734	 766487
t78	 4425	 764413
t79	 4840	 869228
t80	 4149	 757291
t81	 4079	 759572
t82	 4770	 773055
t83	 4010	 779277
t84	 5877	 779347
t85	 3803	 762822
t86	 4494	 762892
t87	 3802	 770082
t88	 4425	 844960
t89	 4771	 955999
t90	 6015	 795318
t91	 4079	 746781
t92	 3733	 753488
t93	 4148	 902554
t94	 4149	 763237
t95	 4771	 757360
t96	 4286	 768284
t97	 4563	 839015
t98	 4632	 763859
t99	 4011	 760679
84 43632

t0	 4356	 1228481
t1	 5600	 1102092
t2	 5047	 1010344
t3	 5255	 1017189
t4	 5116	 1030117
t5	 5116	 1131132
t6	 4425	 1020508
t7	 4633	 1020853
t8	 5462	 1094971
t9	 4978	 1019194
t10	 5047	 1022443
t11	 4771	 1015875
t12	 4840	 1084738
t13	 5117	 1020369
t14	 5117	 1014077
t15	 5047	 1159548
t16	 4771	 1019815
t17	 4563	 1017327
t18	 4771	 1031777
t19	 3872	 1114330
t20	 3734	 1025831
t21	 3872	 1100710
t22	 3803	 1131062
t23	 4010	 1029772
t24	 4217	 1039867
t25	 4494	 1035442
t26	 4978	 1149039
t27	 4770	 1030256
t28	 4771	 1035925
t29	 4563	 1122281
t30	 4702	 1026384
t31	 4425	 1044360
t32	 4909	 1050859
t33	 4909	 1117303
t34	 4771	 1034819
t35	 4840	 1035788
t36	 4148	 1388333
t37	 5808	 1040212
t38	 4425	 1025347
t39	 4909	 1054663
t40	 5601	 1137977
t41	 5600	 1060608
t42	 5324	 1055561
t43	 4356	 1124771
t44	 4425	 1032330
t45	 4771	 1048370
t46	 5324	 1046297
t47	 5946	 1040558
t48	 4702	 1048232
t49	 5254	 1044430
t50	 4839	 1133137
t51	 4701	 1032883
t52	 4978	 1087850
t53	 6015	 1166670
t54	 4978	 1176695
t55	 5600	 1383216
t56	 3803	 1526612
t57	 4563	 1406516
t58	 4010	 1371324
t59	 3941	 1463833
t60	 4010	 1370010
t61	 4425	 1440740
t62	 5324	 1151528
t63	 4701	 1035995
t64	 4771	 1050099
t65	 4770	 1220807
t66	 4840	 1023134
t67	 4909	 1033713
t68	 4978	 1127881
t69	 5047	 1031155
t70	 5185	 1048578
t71	 4632	 1061092
t72	 4563	 1141295
t73	 4909	 1072085
t74	 5048	 1033298
t75	 5185	 1179253
t76	 4563	 1037308
t77	 5531	 1243000
t78	 5393	 1185614
t79	 4563	 1027837
t80	 4770	 1044983
t81	 4770	 1049823
t82	 4771	 1132099
t83	 4840	 1041111
t84	 5393	 1033920
t85	 4633	 1157612
t86	 4355	 1029772
t87	 4978	 1033436
t88	 4978	 1047058
t89	 4632	 1107208
t90	 4909	 1036894
t91	 5186	 1037930
t92	 4979	 1111081
t93	 4909	 1035234
t94	 4563	 1069874
t95	 5462	 1051966
t96	 4701	 1206356
t97	 4079	 1042770
t98	 3043	 1031017
t99	 3457	 1110458
85 78665

t0	 4495	 2293307
t1	 35468	 2559565
t2	 39617	 2583211
t3	 32704	 2442304
t4	 34709	 2503147
t5	 33049	 2427507
t6	 49920	 2400751
t7	 34016	 2557629
t8	 33187	 2473624
t9	 33948	 2806671
t10	 26481	 2504564
t11	 37680	 2426217
t12	 35880	 2526805
t13	 35985	 2516066
t14	 33440	 2432807
t15	 34893	 2535106
t16	 34678	 2586932
t17	 31014	 2469291
t18	 35582	 2556459
t19	 34611	 2546706
t20	 32328	 2461400
t21	 35305	 2588741
t22	 33850	 2569013
t23	 32189	 2481734
t24	 34681	 2573655
t25	 34681	 2607158
t26	 31220	 2453969
t27	 35511	 2546519
t28	 35097	 2829505
t29	 25751	 2460129
t30	 34889	 2577462
t31	 38973	 2477711
t32	 31289	 2401635
t33	 35927	 2489964
t34	 36411	 2559533
t35	 28728	 2426971
t36	 35235	 2503739
t37	 34058	 2485256
t38	 29212	 2392221
t39	 31981	 2540220
t40	 33920	 2529075
t41	 27205	 2428908
t42	 38281	 2560294
t43	 33712	 2617612
t44	 27828	 2496471
t45	 36480	 2549150
t46	 33850	 2542851
t47	 29974	 2481242
t48	 35096	 2879138
t49	 34958	 2578500
t50	 29974	 2511215
t51	 44026	 2575939
t52	 34681	 2598159
t53	 26997	 2481518
t54	 34958	 2556141
t55	 35373	 2578155
t56	 29835	 2471619
t57	 33573	 2574417
t58	 34335	 2475842
t59	 27482	 2391321
t60	 35097	 2468366
t61	 33711	 2398174
t62	 35442	 2413057
t63	 33643	 2503462
t64	 34335	 2446907
t65	 34404	 2507200
t66	 35304	 2518760
t67	 35096	 2681297
t68	 32396	 2510177
t69	 33296	 2551226
t70	 33851	 2491833
t71	 41949	 2637064
t72	 37173	 2559395
t73	 35373	 2481034
t74	 34750	 2556073
t75	 34957	 2614150
t76	 33781	 2504916
t77	 34958	 2589161
t78	 34751	 2568601
t79	 34612	 2469335
t80	 34612	 2591861
t81	 35443	 2545135
t82	 32881	 2517861
t83	 34958	 2569017
t84	 34058	 2605497
t85	 32189	 2484080
t86	 34473	 2812060
t87	 33642	 2527759
t88	 34473	 2494117
t89	 36550	 2458744
t90	 34542	 2502355
t91	 37034	 2404127
t92	 37519	 2463936
t93	 33089	 2524922
t94	 32535	 2409665
t95	 34889	 2498755
t96	 32881	 2501870
t97	 29005	 2465736
t98	 34197	 2593591
t99	 34681	 2529767
86 74671

t0	 31358	 2415618
t1	 34265	 2495433
t2	 34681	 2585146
t3	 27551	 2453691
t4	 34819	 2522845
t5	 35580	 2806384
t6	 26790	 2417141
t7	 35511	 2554550
t8	 35235	 2491279
t9	 29489	 2450714
t10	 39873	 2546173
t11	 35096	 2584315
t12	 26651	 2410565
t13	 34819	 2558979
t14	 35304	 2497163
t15	 34612	 2411603
t16	 33504	 2550119
t17	 35165	 2403504
t18	 91444	 2374915
t19	 33366	 2423994
t20	 33435	 2342726
t21	 34197	 2472381
t22	 34750	 2449676
t23	 28728	 2375053
t24	 33989	 2446007
t25	 33365	 2863146
t26	 28035	 2409733
t27	 32466	 2503186
t28	 34196	 2508862
t29	 27690	 2423163
t30	 33919	 2570055
t31	 35096	 2524575
t32	 28035	 2418940
t33	 33712	 2473973
t34	 31566	 2413126
t35	 46172	 2434724
t36	 36134	 2483042
t37	 33781	 2441785
t38	 33920	 2512393
t39	 35788	 2563133
t40	 33020	 2423302
t41	 35650	 2490517
t42	 36688	 2520076
t43	 31081	 2401358
t44	 34197	 2852694
t45	 25267	 2462621
t46	 29143	 2381630
t47	 38696	 2437908
t48	 33781	 2473558
t49	 25128	 2346741
t50	 33643	 2445937
t51	 34335	 2380037
t52	 36134	 2363700
t53	 36758	 2499932
t54	 43195	 2590199
t55	 25336	 2500071
t56	 35581	 2494601
t57	 34057	 2422817
t58	 35512	 2590822
t59	 36135	 2547627
t60	 33642	 2443446
t61	 42572	 2527967
t62	 36135	 2541743
t63	 30943	 2420671
t64	 34473	 2781809
t65	 33988	 2544581
t66	 31219	 2469474
t67	 34958	 2600722
t68	 43126	 2546520
t69	 33712	 2422956
t70	 34058	 2521945
t71	 34612	 2570055
t72	 29420	 2421225
t73	 34543	 2479441
t74	 34889	 2445869
t75	 31842	 2361001
t76	 33712	 2474250
t77	 34889	 2360516
t78	 35858	 2339749
t79	 35096	 2437908
t80	 33089	 2375260
t81	 35442	 2504640
t82	 37796	 2513223
t83	 32950	 2618580
t84	 37726	 2418525
t85	 36066	 2503808
t86	 29420	 2387929
t87	 34542	 2550812
t88	 32951	 2970650
t89	 42572	 2552958
t90	 41257	 2896374
t91	 33850	 3668353
t92	 34750	 3613735
t93	 34128	 3394228
t94	 28728	 2609513
t95	 28866	 2461236
t96	 42503	 2530875
t97	 35304	 2621280
t98	 24990	 2447253
t99	 35027	 2561264
87 17993

t0	 5538	 378375
t1	 2838	 361277
t2	 2354	 365015
t3	 2423	 360100
t4	 2699	 372006
t5	 2561	 431331
t6	 2284	 376991
t7	 2492	 353593
t8	 2492	 370138
t9	 2423	 489340
t10	 3323	 473142
t11	 2423	 362592
t12	 2215	 363976
