Random Values=100Normal Distribution Parameters
s=200,l=50000,u=1000000
	Array	Vector
t3	 4748	 1194334
t4	 5237	 1123257
t5	 4957	 1121651
t6	 5237	 1126330
t7	 5585	 1187771
t8	 4468	 1128634
t9	 4887	 1117114
t10	 4398	 1235667
t11	 4468	 1118230
t12	 5446	 1116974
t13	 5097	 1196987
t14	 5096	 1118231
t15	 5027	 1126888
t16	 4818	 1184000
t17	 4888	 1121373
t18	 5027	 1134359
t19	 5236	 1119836
t20	 5237	 1252075
t21	 5027	 1123048
t22	 4259	 1126051
t23	 5097	 1282237
t24	 4399	 1110062
t25	 4259	 1118720
t26	 4887	 1185397
t27	 4748	 1128564
t28	 4887	 1126469
t29	 5306	 1295084
t30	 4888	 1140712
t31	 5585	 1122839
t32	 4817	 1125631
t33	 4259	 1200408
t34	 4329	 1119837
t35	 5097	 1124095
t36	 4608	 1181488
t37	 4958	 1126051
t38	 6563	 1127167
t39	 5237	 1252983
t40	 4329	 1122489
t41	 4957	 1119976
t42	 4329	 1199919
t43	 5097	 1124095
t44	 5306	 1191331
t45	 4608	 1105733
t46	 5027	 1217933
t47	 4538	 1143436
t48	 4678	 1114600
t49	 4957	 1376493
t50	 4259	 1109503
t51	 3770	 1114460
t52	 4538	 1181417
t53	 4608	 1126260
t54	 4748	 1122559
t55	 4748	 1180929
t56	 4678	 1120186
t57	 5097	 1132544
t58	 4747	 1351777
t59	 4748	 1234550
t60	 5306	 1166686
t61	 4747	 1202223
t62	 5306	 1203201
t63	 4399	 1115508
t64	 4678	 1119487
t65	 5237	 1122001
t66	 4538	 1123677
t67	 4259	 1225543
t68	 5167	 1212697
t69	 4119	 1116765
t70	 4748	 1129053
t71	 4887	 1324059
t72	 5795	 1178345
t73	 4328	 1118021
t74	 4677	 1180370
t75	 4468	 1321545
t76	 6144	 1196498
t77	 4469	 1348775
t78	 3980	 1196359
t79	 4468	 1190075
t80	 4538	 1246210
t81	 4329	 1112505
t82	 5027	 1120116
t83	 5027	 1302764
t84	 4468	 1208089
t85	 4259	 1238599
t86	 4399	 1246070
t87	 3980	 1110411
t88	 4538	 1144553
t89	 7121	 1267644
t90	 4399	 1259057
t91	 4468	 1113274
t92	 4817	 1120814
t93	 7959	 1443451
t94	 5307	 1457484
t95	 5167	 1347727
t96	 4259	 1185327
t97	 4468	 1144483
t98	 4608	 1195382
t99	 3979	 1116834
76 67764

t0	 4539	 2133966
t1	 32815	 2532148
t2	 31768	 2486067
t3	 35818	 2449202
t4	 31908	 2497377
t5	 32955	 2674719
t6	 27928	 2424625
t7	 32606	 2481737
t8	 32745	 2439846
t9	 29883	 2381337
t10	 30023	 2478037
t11	 27299	 2475175
t12	 25623	 2346358
t13	 28417	 2425882
t14	 26740	 2348243
t15	 33024	 2418900
t16	 31908	 2482645
t17	 32187	 2390134
t18	 43219	 2429582
t19	 33095	 2421972
t20	 34421	 2349919
t21	 33164	 2532567
t22	 33862	 2433423
t23	 32955	 2524467
t24	 33094	 2520278
t25	 40914	 2882781
t26	 31070	 2755989
t27	 25274	 2428117
t28	 33373	 2442709
t29	 27160	 2349429
t30	 34701	 2713539
t31	 34211	 2566080
t32	 28626	 2376589
t33	 34212	 2463864
t34	 33164	 2579485
t35	 34700	 2349778
t36	 34212	 2489417
t37	 30999	 2435936
t38	 33513	 2432725
t39	 34491	 2633805
t40	 28068	 2521604
t41	 31349	 2464981
t42	 32117	 2424486
t43	 47129	 3025911
t44	 34142	 2364231
t45	 35259	 2599244
t46	 32676	 2374145
t47	 34002	 2464422
t48	 35678	 2493607
t49	 43916	 2346427
t50	 35818	 2422740
t51	 33513	 2424695
t52	 27858	 2358367
t53	 34491	 2491233
t54	 33513	 2450249
t55	 32327	 2372121
t56	 33513	 2451087
t57	 41752	 2366814
t58	 35259	 2599802
t59	 34142	 2520347
t60	 31558	 2490744
t61	 25484	 2602525
t62	 34980	 2785243
t63	 22412	 2534172
t64	 95304	 2457091
t65	 29813	 2423438
t66	 32117	 2494166
t67	 27579	 2442359
t68	 33723	 2446200
t69	 41891	 2399699
t70	 34211	 2546181
t71	 28765	 2523280
t72	 36446	 2468193
t73	 39309	 2534940
t74	 31140	 2441032
t75	 29255	 2529913
t76	 27509	 2474267
t77	 34002	 2453111
t78	 33304	 2600919
t79	 26671	 2447735
t80	 43288	 2490744
t81	 32815	 2520417
t82	 31139	 2640856
t83	 29045	 2519510
t84	 32746	 2460652
t85	 34002	 2682050
t86	 29045	 2586257
t87	 25693	 2583116
t88	 31698	 2551208
t89	 31838	 2474057
t90	 34141	 2354107
t91	 35608	 2514762
t92	 32187	 2545902
t93	 83434	 2363114
t94	 34770	 2503311
t95	 34002	 2363743
t96	 34840	 2435098
t97	 33653	 2475105
t98	 29044	 2450249
t99	 29045	 2637365
77 17067

t0	 5027	 367670
t1	 2444	 347771
t2	 2304	 356778
t3	 2374	 344979
t4	 2513	 421501
t5	 3630	 414519
t6	 2374	 420453
t7	 3561	 447265
t8	 2654	 369136
t9	 2444	 344769
t10	 2165	 365855
t11	 2584	 433790
t12	 2304	 369276
t13	 3002	 418010
t14	 3002	 379679
t15	 2234	 360199
t16	 2583	 370323
t17	 2443	 359781
t18	 2374	 364249
t19	 2863	 368158
t20	 3910	 389524
t21	 4468	 423875
t22	 2513	 372557
t23	 3700	 521133
t24	 2514	 363830
t25	 2584	 357685
t26	 2513	 361526
t27	 2444	 350704
t28	 2723	 428901
t29	 3072	 356987
t30	 2234	 367530
t31	 2234	 351263
t32	 2513	 433370
t33	 2374	 347282
t34	 2723	 376817
t35	 2933	 403697
t36	 3212	 414868
t37	 2235	 367670
t38	 3351	 380098
t39	 2514	 344909
t40	 2444	 445449
t41	 2583	 411447
t42	 2933	 422409
t43	 2653	 358524
t44	 2583	 455014
t45	 3073	 392316
t46	 2235	 367670
t47	 2165	 357895
t48	 2234	 357127
t49	 2584	 359012
t50	 2444	 363480
t51	 2374	 493974
t52	 2373	 368438
t53	 2374	 359990
t54	 2305	 361665
t55	 1886	 354823
t56	 2793	 377863
t57	 3212	 354683
t58	 2443	 381773
t59	 2723	 357616
t60	 2792	 445519
t61	 4818	 392665
t62	 2863	 373814
t63	 2514	 355032
t64	 2234	 366692
t65	 2304	 351262
t66	 2374	 368927
t67	 2374	 362364
t68	 2583	 407118
t69	 3980	 394551
t70	 2793	 368717
t71	 2584	 355731
t72	 2234	 359361
t73	 4538	 422479
t74	 3561	 495090
t75	 3352	 475890
t76	 3631	 484688
t77	 3142	 473168
t78	 3142	 590534
t79	 2933	 478124
t80	 3840	 494183
t81	 2863	 463393
t82	 3631	 492298
t83	 3072	 464789
t84	 3212	 493066
t85	 3421	 535028
t86	 2863	 493415
t87	 3282	 459413
t88	 2862	 492089
t89	 3142	 375560
t90	 2932	 367531
t91	 2723	 349098
t92	 2235	 363480
t93	 3631	 515199
t94	 2304	 369486
t95	 2304	 399089
t96	 3002	 364877
t97	 2374	 357616
t98	 2584	 361526
t99	 2374	 356499
78 17589

t0	 3701	 421152
t1	 2095	 366343
t2	 2513	 473307
t3	 2863	 365226
t4	 2374	 375141
t5	 2304	 368787
t6	 2374	 380865
t7	 2653	 360688
t8	 2304	 376188
t9	 2584	 359990
t10	 2862	 384008
t11	 3003	 361666
t12	 2793	 453339
t13	 2444	 369066
t14	 2513	 374721
t15	 2723	 364668
t16	 2513	 371790
t17	 2304	 371580
t18	 2653	 375141
t19	 3002	 369276
t20	 2653	 470374
t21	 3491	 426527
t22	 2374	 373884
t23	 2235	 363690
t24	 2234	 369695
t25	 2513	 362643
t26	 2444	 374722
t27	 2514	 359711
t28	 2583	 390711
t29	 3212	 371859
t30	 2304	 391129
t31	 3002	 501444
t32	 2723	 395877
t33	 2444	 385753
t34	 2514	 387219
t35	 2793	 384636
t36	 2583	 372557
t37	 2653	 366693
t38	 2584	 456970
t39	 2513	 367879
t40	 2653	 472748
t41	 2653	 361666
t42	 2723	 505285
t43	 2653	 489645
t44	 3003	 382751
t45	 2165	 419336
t46	 2304	 376886
t47	 2514	 355452
t48	 2584	 435465
t49	 3840	 383449
t50	 2723	 373605
t51	 2304	 372837
t52	 2513	 368368
t53	 2654	 366622
t54	 3072	 371929
t55	 2583	 364947
t56	 2304	 369136
t57	 2583	 369555
t58	 2513	 479730
t59	 2304	 360897
t60	 2514	 378213
t61	 2373	 359432
t62	 2444	 380517
t63	 2304	 361526
t64	 2514	 379539
t65	 2932	 365016
t66	 2443	 382541
t67	 3212	 426179
t68	 3211	 385963
t69	 2723	 363621
t70	 2304	 385265
t71	 4050	 410120
t72	 2514	 387568
t73	 2304	 368508
t74	 2374	 374792
t75	 3072	 372836
t76	 2583	 376468
t77	 2165	 445449
t78	 2792	 378632
t79	 2235	 366273
t80	 2792	 384706
t81	 2863	 362154
t82	 3142	 384357
t83	 2932	 370113
t84	 2723	 380866
t85	 2584	 368089
t86	 2863	 507937
t87	 2304	 365645
t88	 2304	 375769
t89	 2443	 364388
t90	 2863	 377375
t91	 2792	 368996
t92	 2234	 375769
t93	 2863	 365925
t94	 3072	 374373
t95	 2653	 460461
t96	 3980	 389105
t97	 2513	 357826
t98	 2723	 384217
t99	 2653	 356848
79 96500

t0	 31000	 3377802
t1	 31977	 3079044
t2	 29953	 2980598
t3	 51527	 3300581
t4	 35259	 2989535
t5	 35329	 3141463
t6	 61092	 3231670
t7	 30022	 2934098
t8	 34421	 3128477
t9	 29744	 3058936
t10	 34282	 3121494
t11	 39937	 3054467
t12	 35189	 3073109
t13	 33443	 3139508
t14	 35957	 3275865
t15	 33304	 3050627
t16	 34421	 3242631
t17	 41543	 3066895
t18	 33025	 3000008
t19	 34771	 3035267
t20	 35259	 3064032
t21	 32256	 3059704
t22	 47617	 3221336
t23	 34840	 3244097
t24	 32955	 3112976
t25	 33374	 3100199
t26	 55716	 3185099
t27	 79874	 3227062
t28	 34212	 2949040
t29	 35957	 3031357
t30	 34351	 3243888
t31	 31000	 3145233
t32	 36166	 3031496
t33	 43777	 2954695
t34	 34701	 3039038
t35	 34979	 3167226
t36	 35469	 3313638
t37	 30442	 3411944
t38	 51806	 3257573
t39	 31559	 3104598
t40	 33444	 3227061
t41	 31698	 3114512
t42	 36446	 3179026
t43	 43637	 3185380
t44	 36864	 3037711
t45	 33722	 2957976
t46	 34840	 3165830
t47	 32676	 3033661
t48	 36795	 3094963
t49	 43218	 3326345
t50	 29674	 3101176
t51	 40356	 3046299
t52	 34979	 3156474
t53	 35887	 3109485
t54	 42869	 3049441
t55	 31140	 2964400
t56	 36097	 3019977
t57	 35538	 3065569
t58	 35398	 3033731
t59	 32605	 3011110
t60	 44894	 3041271
t61	 38820	 3259877
t62	 40006	 3103830
t63	 38331	 3097895
t64	 41054	 3142998
t65	 43218	 3142720
t66	 51108	 3104109
t67	 38122	 3152564
t68	 40844	 3514090
t69	 42032	 3105855
t70	 48734	 3225735
t71	 30930	 3199204
t72	 32117	 3135179
t73	 34840	 3194246
t74	 31209	 3040014
t75	 32676	 3075134
t76	 40914	 2975572
t77	 35189	 3117724
t78	 35678	 3034220
t79	 35608	 3100339
t80	 35120	 3126032
t81	 40007	 3201996
t82	 30511	 3129175
t83	 34141	 3327393
t84	 35748	 3095731
t85	 35538	 3203462
t86	 38331	 3346942
t87	 41194	 3105855
t88	 34631	 3112628
t89	 33863	 3021722
t90	 36167	 3076809
t91	 55158	 3070387
t92	 40914	 3072132
t93	 30512	 3973154
t94	 33025	 3084001
t95	 35748	 3046997
t96	 35678	 3121494
t97	 41263	 3151167
t98	 31000	 2970334
t99	 34560	 3433169
80 52705

t0	 31419	 1629868
t1	 3840	 1234271
t2	 4958	 1429766
t3	 5516	 1172969
t4	 5934	 1212906
t5	 5516	 1211300
t6	 6773	 1296131
t7	 4608	 1128982
t8	 4259	 1146159
t9	 5307	 1309536
t10	 7191	 1164033
t11	 5096	 1472495
t12	 7820	 1528979
t13	 6354	 1621141
t14	 6284	 1584416
t15	 5865	 1497282
t16	 5306	 1603546
t17	 6144	 1542245
t18	 5096	 1506358
t19	 5306	 1651792
t20	 5865	 1554883
t21	 6214	 1694312
t22	 4608	 1588186
t23	 5935	 1656888
t24	 4469	 1611367
t25	 4887	 1620652
t26	 4887	 1587558
t27	 4678	 1544269
t28	 6493	 1628053
t29	 4608	 1600824
t30	 4608	 1665826
t31	 4678	 1623375
t32	 4887	 1757010
t33	 6842	 1576387
t34	 6074	 1580995
t35	 6703	 1645159
t36	 5446	 1610529
t37	 5237	 1635175
t38	 4259	 1587767
t39	 5376	 1715048
t40	 4538	 1589233
t41	 4678	 1308908
t42	 5726	 1308210
t43	 4538	 1192170
t44	 5516	 1181347
t45	 5725	 1266597
t46	 7471	 1554184
t47	 3770	 1717143
t48	 4469	 1513061
t49	 4539	 1130030
t50	 5027	 1278396
t51	 5097	 1144692
t52	 4399	 1181487
t53	 5446	 1332995
t54	 5376	 1127307
t55	 5655	 1204667
t56	 5237	 1366788
t57	 4887	 1323081
t58	 5237	 1231268
t59	 5167	 1325595
t60	 5445	 1208437
t61	 7610	 1209345
t62	 4538	 1272881
t63	 5516	 1157539
t64	 5306	 1189237
t65	 4817	 1317495
t66	 5516	 1160122
t67	 4608	 1167803
t68	 4259	 1296271
t69	 4888	 1159982
t70	 3421	 1141620
t71	 4888	 1157399
t72	 4818	 1254798
t73	 4818	 1269529
t74	 5027	 1144273
t75	 5097	 1298504
t76	 5237	 1169827
t77	 4958	 1160331
t78	 5027	 1245442
t79	 4957	 1153768
t80	 4957	 1157259
t81	 5376	 1245581
t82	 4539	 1144622
t83	 5306	 1159773
t84	 4958	 1295782
t85	 4259	 1150138
t86	 4818	 1148043
t87	 4957	 1250260
t88	 5166	 1165289
t89	 4957	 1173178
t90	 5028	 1278397
t91	 4958	 1157818
t92	 5795	 1151325
t93	 5306	 1319800
t94	 5307	 1142039
t95	 4957	 1150907
t96	 4887	 1156631
t97	 5445	 1150347
t98	 4748	 1150836
t99	 4817	 1152512
81 92572

t0	 5236	 3009364
t1	 31488	 3191105
t2	 31767	 3255757
t3	 30442	 3222174
t4	 37424	 3191733
t5	 36934	 3092658
t6	 31838	 3181679
t7	 31838	 3169530
t8	 32256	 3221197
t9	 30302	 3187125
t10	 36306	 3050069
t11	 33025	 3158848
t12	 31000	 3164782
t13	 31767	 3156474
t14	 31768	 3186287
t15	 29673	 3202136
t16	 36027	 3124148
t17	 32466	 3203881
t18	 31280	 3149771
t19	 34212	 3203253
t20	 31140	 3208698
t21	 35258	 3079952
t22	 106754	 3069060
t23	 31279	 3186077
t24	 32117	 3154588
t25	 32815	 3218683
t26	 30162	 3252197
t27	 35329	 3063265
t28	 33304	 3159337
t29	 31419	 3152424
t30	 35608	 3280474
t31	 71565	 3591869
t32	 31488	 3214564
t33	 32885	 3066267
t34	 31768	 3189988
t35	 32047	 3167156
t36	 33793	 3169460
t37	 31628	 3247030
t38	 39378	 3547464
t39	 36586	 4553424
t40	 34560	 4754575
t41	 36865	 5012767
t42	 35887	 3378011
t43	 33024	 3410617
t44	 47756	 3366281
t45	 37702	 3743238
t46	 31978	 3357414
t47	 32676	 3251987
t48	 28556	 3284592
t49	 34281	 3208071
t50	 33303	 3384365
t51	 39867	 3453067
t52	 40146	 3480018
t53	 35538	 3775075
t54	 46360	 3415086
t55	 40565	 3543065
t56	 30650	 3369633
t57	 30861	 3196271
t58	 32885	 3132944
t59	 32187	 3168692
t60	 31977	 3473385
t61	 33514	 3288573
t62	 32187	 3370471
t63	 28626	 3219102
t64	 29464	 3167366
t65	 34840	 3287455
t66	 34072	 3267278
t67	 31140	 3231809
t68	 31559	 3328649
t69	 29813	 3221616
t70	 28696	 3129314
t71	 31977	 3252476
t72	 41123	 3207512
t73	 37912	 3305330
t74	 28556	 3223152
t75	 30232	 3391557
t76	 34211	 3230483
t77	 32187	 3161012
t78	 41263	 3391347
t79	 29813	 3153192
t80	 32955	 3285012
t81	 30581	 3328440
t82	 27997	 3315593
t83	 27649	 3037152
t84	 32396	 3156474
t85	 31908	 3215123
t86	 33304	 3105017
t87	 47407	 3193268
t88	 29883	 3337726
t89	 34212	 3048742
t90	 31838	 3135947
t91	 33094	 3275167
t92	 30721	 3281730
t93	 30791	 3184332
t94	 29255	 3264485
t95	 40496	 3127289
t96	 33374	 3228039
t97	 31628	 3166877
t98	 32815	 3262460
t99	 30721	 3356926
82 44349

t0	 32466	 1476823
t1	 5096	 1102242
t2	 5655	 1183791
t3	 4818	 1094142
t4	 4329	 1091349
t5	 4748	 1302973
t6	 6075	 1083530
t7	 4957	 1216536
t8	 5656	 1535752
t9	 4259	 1604035
t10	 4049	 1749749
t11	 4119	 1400022
t12	 4538	 1512083
t13	 4817	 1541127
t14	 4538	 2238975
t15	 4468	 1381520
t16	 6424	 1185258
t17	 6284	 1080318
t18	 4468	 1213395
t19	 3840	 1300250
t20	 4608	 1046176
t21	 4957	 1315331
t22	 5934	 1140153
t23	 5795	 1107618
t24	 6982	 1347937
t25	 4747	 1049947
t26	 5166	 1218771
t27	 4887	 1206343
t28	 4468	 1146857
t29	 4468	 1082832
t30	 4747	 1202013
t31	 4958	 1074035
t32	 4329	 1179671
t33	 6284	 1091768
t34	 5516	 1535961
t35	 4817	 1407912
t36	 6842	 1235248
t37	 4887	 1072708
t38	 4050	 1113762
t39	 4538	 1226870
t40	 5028	 1188609
t41	 3491	 1059303
t42	 5027	 1050575
t43	 4399	 1296200
t44	 4399	 1093026
t45	 4119	 1052321
t46	 4189	 1240833
t47	 4468	 1120604
t48	 4748	 1186026
t49	 4259	 1183860
t50	 7331	 1191052
t51	 6702	 1114391
t52	 6284	 1149300
t53	 4678	 1377750
t54	 6424	 1122630
t55	 5306	 1082901
t56	 3770	 1174575
t57	 6773	 1079272
t58	 4538	 1045549
t59	 4678	 1200338
t60	 6842	 1096028
t61	 3212	 1083809
t62	 4678	 1232735
t63	 5516	 1099240
t64	 7541	 1141969
t65	 6703	 1066284
t66	 6773	 1122489
t67	 5306	 1094632
t68	 4678	 1046177
t69	 5097	 1156143
t70	 4608	 1033539
t71	 5586	 1057208
t72	 5027	 1195870
t73	 7331	 1062724
t74	 4398	 1061676
t75	 4677	 1041010
t76	 3979	 1251376
t77	 4329	 1037031
t78	 3701	 1042197
t79	 5376	 1103987
t80	 4538	 1043663
t81	 4748	 1318822
t82	 4329	 1179114
t83	 4329	 1196987
t84	 5167	 1027814
t85	 4887	 1031864
t86	 4329	 1153838
t87	 4888	 1030747
t88	 4817	 1073266
t89	 4817	 1173947
t90	 4189	 1110201
t91	 4608	 1036891
t92	 4747	 1180929
t93	 5027	 1065516
t94	 4748	 1157538
t95	 5446	 1234270
t96	 6354	 1159563
t97	 3421	 1126120
t98	 4818	 1240345
t99	 4538	 1270088
83 72532

t0	 4538	 2529214
t1	 26811	 2580532
t2	 33793	 2714794
t3	 33164	 2763459
t4	 31070	 2657892
t5	 27649	 2715004
t6	 26951	 2742234
t7	 24437	 2595054
t8	 32746	 2597289
t9	 33025	 2622353
t10	 27648	 2723103
t11	 27858	 2801441
t12	 37563	 2716610
t13	 28556	 2844380
t14	 29533	 2850594
t15	 24507	 2732319
t16	 28416	 2896815
t17	 31280	 2641205
t18	 28766	 2743700
t19	 32396	 2457859
t20	 32257	 2345519
t21	 34212	 2666759
t22	 29603	 2516019
t23	 26183	 2358366
t24	 33932	 2473778
t25	 32885	 2570408
t26	 33793	 2383082
t27	 33792	 2529982
t28	 27858	 2566219
t29	 34072	 2541503
t30	 46919	 2484949
t31	 32746	 2605108
t32	 28486	 2597987
t33	 27928	 2591563
t34	 30441	 2622563
t35	 41612	 2914269
t36	 26322	 2939265
t37	 29813	 2624937
t38	 30022	 2721637
t39	 26601	 2689520
t40	 40914	 2582487
t41	 32257	 2637714
t42	 27997	 2550230
t43	 32955	 2849267
t44	 27858	 2758712
t45	 29534	 2744468
t46	 29115	 2411987
t47	 29674	 2739580
t48	 30581	 2869655
t49	 21993	 2484460
t50	 44475	 2756547
t51	 28067	 2584233
t52	 31069	 2438798
t53	 32676	 2865954
t54	 26950	 2583395
t55	 39867	 2550788
t56	 28277	 2425113
t57	 34980	 2650142
t58	 27160	 2708721
t59	 27578	 2601548
t60	 31210	 2672694
t61	 26671	 2662081
t62	 31070	 2671436
t63	 49223	 2685471
t64	 27090	 2768625
t65	 24018	 2680863
t66	 31140	 2614534
t67	 33863	 2614883
t68	 28347	 2541921
t69	 28277	 2658310
t70	 27928	 2636388
t71	 26392	 2712351
t72	 39797	 2999868
t73	 25344	 2781194
t74	 27439	 2784126
t75	 26392	 2680863
t76	 33583	 2899258
t77	 33792	 2595683
t78	 39727	 2519928
t79	 27997	 2757035
t80	 39029	 2695245
t81	 27230	 2753125
t82	 25694	 2735252
t83	 42730	 2716890
t84	 46570	 3171414
t85	 28695	 2425812
t86	 34560	 2776306
t87	 41333	 2651748
t88	 30371	 2714725
t89	 32815	 2810796
t90	 27509	 2577390
t91	 41123	 2711862
t92	 28417	 2489278
t93	 35259	 2728061
t94	 25624	 2622773
t95	 26182	 2445850
t96	 34002	 2614045
t97	 34421	 2586676
t98	 29953	 2568802
t99	 30581	 2559097
84 68542

t0	 30372	 2479642
t1	 29953	 2560424
t2	 34491	 2573620
t3	 26741	 2491233
t4	 31419	 2404377
t5	 35957	 2487811
t6	 31279	 2448992
t7	 28207	 2335185
t8	 33443	 2753824
t9	 27858	 2483832
t10	 24158	 2465539
t11	 47896	 2591353
t12	 30302	 2653284
t13	 26322	 2506872
t14	 35608	 2671018
t15	 31628	 2612369
t16	 26182	 2616139
t17	 28975	 2596172
t18	 27648	 2547507
t19	 26531	 2369328
t20	 33722	 2566568
t21	 26322	 2661871
t22	 25763	 2502752
t23	 32675	 3276773
t24	 31140	 2853248
t25	 36935	 2676254
t26	 36446	 2505056
t27	 30860	 2933330
t28	 31838	 2811425
t29	 33304	 2449131
t30	 35608	 2654750
t31	 26112	 4842547
t32	 27718	 2610415
t33	 30512	 2512946
t34	 28207	 2439217
t35	 32605	 2638761
t36	 32816	 2511410
t37	 27160	 2839562
t38	 27858	 2485158
t39	 34002	 2625636
t40	 27299	 2380987
t41	 35259	 2493746
t42	 34002	 2514203
t43	 25763	 2453530
t44	 33722	 2710326
t45	 40705	 3127079
t46	 31907	 2522093
t47	 29185	 2465539
t48	 33025	 2554978
t49	 30930	 2446897
t50	 33862	 2626961
t51	 33653	 2618723
t52	 64723	 3000008
t53	 32467	 2633944
t54	 29114	 2492140
t55	 35888	 2738464
t56	 40635	 3642837
t57	 35817	 3235718
t58	 41822	 2836421
t59	 26392	 2684284
t60	 29534	 2740977
t61	 30093	 2439985
t62	 33653	 2644068
t63	 42031	 2743211
t64	 24437	 2457091
t65	 32955	 2792853
t66	 41263	 2532915
t67	 27440	 2472521
t68	 32955	 2563007
t69	 27578	 2501287
t70	 34840	 2455834
t71	 31349	 2489976
t72	 54739	 2678629
t73	 24716	 2621585
t74	 33793	 2628428
t75	 43777	 2692453
t76	 27439	 2561960
t77	 39797	 2714795
t78	 28975	 2507221
t79	 30092	 2412825
t80	 33653	 2684423
t81	 27160	 2758642
t82	 27020	 2467703
t83	 29953	 2763599
t84	 25205	 2506035
t85	 29883	 2565381
t86	 29114	 2636038
t87	 31837	 2654470
t88	 63815	 2503590
t89	 132517	 2528307
t90	 38261	 2640088
t91	 32326	 2441590
t92	 36306	 2475802
t93	 33584	 2464003
t94	 33863	 2443825
t95	 34491	 2700482
t96	 26951	 2653563
t97	 28557	 2670110
t98	 39308	 2379381
t99	 35328	 2640507
85 87297

t0	 31209	 3162897
t1	 36935	 2875659
t2	 26671	 3005524
t3	 28417	 2853736
t4	 38122	 2745516
t5	 28695	 2604410
t6	 36027	 2759479
t7	 31279	 2870423
t8	 27997	 2985835
t9	 23949	 2795436
t10	 49223	 2829578
t11	 28067	 2810866
t12	 29604	 2881873
t13	 36097	 2785452
t14	 36725	 2895139
t15	 38819	 2776585
t16	 34980	 2693500
t17	 34561	 3154239
t18	 25973	 2842425
t19	 31907	 3653659
t20	 31279	 4311499
t21	 30511	 5171885
t22	 39727	 5311804
t23	 34700	 3781429
t24	 30860	 3846152
t25	 31489	 3859068
t26	 40844	 5858980
t27	 60114	 7409743
t28	 196891	 14884487
t29	 31698	 11325155
t30	 33514	 13056122
t31	 36446	 11067171
t32	 38820	 4339357
t33	 35468	 4123754
t34	 31419	 3769000
t35	 35817	 4235884
t36	 25624	 4141627
t37	 29743	 3697855
t38	 29953	 7391241
t39	 28416	 9460484
t40	 33932	 3621612
t41	 27928	 12743191
t42	 31279	 8574822
t43	 30720	 8942492
t44	 37144	 6869897
t45	 27719	 7802478
t46	 42311	 8530208
t47	 32675	 11664827
t48	 34701	 10277163
t49	 29604	 32066877
t50	 43637	 7470485
t51	 36516	 4422232
t52	 35817	 4334190
t53	 26601	 3944457
t54	 29115	 4051420
t55	 30092	 3877570
t56	 28556	 3809914
t57	 33373	 3639904
t58	 32675	 3593055
t59	 29883	 3623077
t60	 33513	 3562194
t61	 34910	 3705185
t62	 26671	 3832676
t63	 34421	 3819131
t64	 41822	 3495028
t65	 30721	 3551861
t66	 28277	 2885294
t67	 35329	 3296391
t68	 23529	 3573435
t69	 29254	 3219102
t70	 30930	 3373263
t71	 38471	 3361882
t72	 26811	 2986393
t73	 34840	 3076250
t74	 33095	 3409220
t75	 23459	 3015298
t76	 36097	 3192640
t77	 36376	 3089656
t78	 25763	 2966633
t79	 29464	 2849337
t80	 38820	 2938287
t81	 25903	 2600291
t82	 37982	 2952181
t83	 25344	 2664036
t84	 30581	 2637434
t85	 29673	 2701947
t86	 32954	 2764367
t87	 28487	 2767439
t88	 28068	 2625495
t89	 32397	 2965377
t90	 25205	 2782659
t91	 29254	 2667178
t92	 32396	 2722963
t93	 32745	 3015438
t94	 37144	 2805630
t95	 28696	 2793272
t96	 34421	 3045600
t97	 40984	 2889763
t98	 30790	 2908195
t99	 28626	 2776166
86 72066

t0	 32815	 2693919
t1	 34561	 2620957
t2	 30930	 2811425
t3	 32745	 2617535
t4	 35957	 2726245
t5	 29464	 2713468
t6	 33304	 2548345
t7	 29883	 2638412
t8	 34909	 2940870
t9	 47407	 3377383
t10	 27439	 3444758
t11	 33723	 3241444
t12	 34700	 3315382
t13	 32327	 3323830
t14	 37144	 3408941
t15	 34561	 3302257
t16	 29185	 3314335
t17	 34352	 3396443
t18	 40076	 3272792
t19	 42729	 3339820
t20	 29673	 3352108
t21	 33165	 3507386
t22	 29184	 3474501
t23	 29813	 3432469
t24	 29813	 3416202
t25	 31628	 3462282
t26	 34979	 3429956
t27	 34281	 3368096
t28	 33234	 3417668
t29	 31209	 3416482
t30	 31698	 3350990
t31	 36097	 3493213
t32	 33304	 3414247
t33	 38191	 3433656
t34	 29603	 3459909
t35	 29114	 3333466
t36	 100540	 3264763
t37	 38191	 3322225
t38	 31558	 3426745
t39	 34561	 3359229
t40	 28905	 3284313
t41	 31000	 3342821
t42	 28346	 3282638
t43	 33793	 3351549
t44	 46290	 3490420
t45	 38471	 3519465
t46	 34072	 3424440
t47	 37005	 3462911
t48	 31210	 3494050
t49	 41054	 3484486
t50	 29463	 3474362
t51	 29534	 3497192
t52	 26392	 3327252
t53	 92720	 3335421
t54	 37702	 3407265
t55	 40705	 15412671
t56	 30791	 3424091
t57	 35538	 3455231
t58	 37493	 15493871
t59	 30930	 3408591
t60	 34909	 3483857
t61	 28975	 3386878
t62	 41403	 3350991
t63	 31000	 19570496
t64	 36097	 3352038
t65	 47966	 3393022
t66	 42101	 3310007
t67	 33583	 3321736
t68	 34491	 3855576
t69	 36795	 3742468
t70	 42869	 3548091
t71	 29255	 3451181
t72	 31279	 3755874
t73	 43148	 3492934
t74	 32397	 3541598
t75	 34560	 3784221
t76	 38052	 4243564
